,Unnamed: 0,title,is_fake
57,57,украина_NOUN опускаться_VERB четвертый_ADJ место_NOUN отборочный_ADJ группа_NOUN,0
58,58,greenpeace_X предлагать_VERB запрещать_VERB сми_NOUN указывать_VERB биологический_ADJ вид_NOUN вредитель_NOUN,1
59,59,франкфуртский_ADJ книжный_ADJ ярмарка_NOUN россия_NOUN представлять_VERB издательство_NOUN,0
60,60,изза_NOUN сбой_NOUN приложение_NOUN конституция_NOUN россия_NOUN мочь_VERB вводить_VERB конституционный_ADJ монархия_NOUN,1
61,61,ученый_NOUN заглядывать_VERB прошлый_ADJ марсианский_ADJ океан_NOUN,0
62,62,период_NOUN предвыборный_ADJ кампания_NOUN магазин_NOUN изымать_VERB книга_NOUN захар_NOUN прилепин_NOUN,1
63,63,группа_NOUN король_NOUN шут_NOUN давать_VERB концерт_NOUN вокалист_NOUN,0
64,64,швейцария_NOUN находить_VERB золото_NOUN который_DET ленин_NOUN получать_VERB немец_NOUN революция_NOUN россия_NOUN,1
65,65,мила_NOUN кунис_NOUN становиться_VERB ведьма_NOUN страна_NOUN оз_NOUN,0
66,66,тбилиси_NOUN начинаться_VERB столкновение_NOUN полиция_NOUN протестовать_VERB изза_NOUN приезд_NOUN познер_NOUN,1
67,67,оправдывать_VERB российский_ADJ суд_NOUN назначать_VERB условный_ADJ наказание_NOUN,1
68,68,сибирский_ADJ ученый_NOUN создавать_VERB полотенце_NOUN водоотталкивающий_ADJ свойство_NOUN,1
69,69,вмф_NOUN россия_NOUN год_NOUN пополняться_VERB новый_ADJ подлодка_NOUN,0
70,70,росприроднадзор_NOUN потребовать_VERB отзывать_VERB лицензия_NOUN британский_ADJ нефтяник_NOUN,0
71,71,лан_NOUN дель_PART рей_VERB вдохновляться_VERB конфликт_NOUN сша_NOUN кндр_NOUN написать_VERB песня_NOUN,0
72,72,минпросвещение_NOUN предлагать_VERB пороть_VERB розга_NOUN участвовать_VERB митинг_NOUN школьник_NOUN студент_NOUN,1
73,73,барселона_NOUN выходить_VERB четвертьфинал_NOUN лига_NOUN чемпион_NOUN,0
74,74,белоруссия_NOUN запрещать_VERB делать_VERB евроремонт_NOUN,1
75,75,минэнерго_NOUN фрг_NOUN выпускать_VERB обучать_VERB ролик_NOUN пошив_NOUN тулуп_NOUN,1
76,76,российский_ADJ орбитальный_ADJ станция_NOUN сформировывать_VERB пять_NUM модуль_NOUN,0
77,77,становиться_VERB мемой_NOUN дед_NOUN гарольд_NOUN привязывать_VERB стул_NOUN доминирующий_ADJ начальница_NOUN,0
78,78,умирать_VERB поэтесса_NOUN андре_NOUN шедид_NOUN,0
79,79,аргентинка_NOUN забеременеть_VERB прививка_NOUN спутник_NOUN v_X,1
80,80,доллар_NOUN рухнуть_VERB отказ_NOUN фнб_X американский_ADJ валюта_NOUN,1
81,81,польша_NOUN готовиться_VERB издавать_VERB поэма_NOUN папа_NOUN римский_ADJ,0
82,82,подмосковье_NOUN третий_ADJ сутки_NOUN искать_VERB полицейский_NOUN поехать_VERB проверка_NOUN мусороперерабатывающий_ADJ завод_NOUN,1
83,83,олимпийский_ADJ винтовка_NOUN бьорндалить_VERB ошибка_NOUN отправлять_VERB амстердам_NOUN,0
84,84,четырехкратный_ADJ олимпийский_ADJ чемпионка_NOUN уходить_VERB спорт_NOUN год_NOUN,0
85,85,станислав_NOUN черчесов_NOUN назначать_VERB новый_ADJ главный_ADJ тренер_NOUN сборная_NOUN россия_NOUN футбол_NOUN,1
86,86,чиновник_NOUN утверждать_VERB основной_ADJ положение_NOUN отмена_NOUN мобильный_ADJ рабство_NOUN,0
87,87,ухань_NOUN честь_NOUN годовщина_NOUN пандемия_NOUN испечь_VERB самый_DET большой_ADJ мир_NOUN пирог_NOUN летучий_ADJ мышь_NOUN,1
88,88,медведев_NOUN решать_VERB ликвидировать_VERB рффи_NOUN,0
89,89,елизавета_NOUN ii_X посещать_VERB кентерберийский_ADJ завод_NOUN колесный_ADJ тягач_NOUN устраивать_VERB разнос_NOUN руководство_NOUN,1
90,90,старый_ADJ playstation_X расплавлять_VERB c_X помощь_NOUN газ_NOUN термит_NOUN,0
91,91,андрей_NOUN кондрашов_NOUN снимать_VERB фильм_NOUN минск_NOUN дорога_NOUN домой_ADV,1
92,92,чубайс_NOUN попросить_VERB откачивать_VERB вакцина_NOUN pfizer_X,1
93,93,марк_NOUN цукерберг_NOUN прибывать_VERB коростенский_ADJ суд_NOUN иск_NOUN мэр_NOUN город_NOUN против_ADP facebook_X негативный_ADJ комментарий_NOUN горожанин_NOUN свой_DET пост_NOUN,1
94,94,россиянин_NOUN обязывать_VERB страховать_VERB свой_DET пенсионный_ADJ накопление_NOUN,1
95,95,взрыв_NOUN батарея_NOUN мобильник_NOUN убивать_VERB китаец_NOUN,0
96,96,госдума_NOUN первый_ADJ чтение_NOUN убирать_VERB библия_NOUN заповедь_NOUN украсть_VERB,1
97,97,бывший_ADJ форвард_NOUN сборный_ADJ юар_NOUN футбол_NOUN погибать_VERB дтп_NOUN,0
98,98,роберт_NOUN даунимладший_ADJ сражаться_VERB чужой_ADJ дикий_ADJ запад_NOUN,0
99,99,австралия_NOUN присоединяться_VERB запрет_NOUN кассетный_ADJ боеприпасы_NOUN,0
100,100,любовь_NOUN соболь_NOUN пообещать_VERB продолжать_VERB борьба_NOUN сирия_NOUN,1
101,101,центробанк_NOUN начинать_VERB размещать_VERB реклама_NOUN новый_ADJ купюра_NOUN,1
102,102,саундтрек_NOUN великий_ADJ гэтсби_NOUN удерживать_VERB лидерство_NOUN российский_ADJ чарт_NOUN itunes_X,0
103,103,центробанк_NOUN предлагать_VERB устанавливать_VERB курс_NOUN рубль_NOUN доллар_NOUN,0
104,104,либеральный_ADJ консервативный_ADJ иисус_NOUN оказываться_VERB совершенно_ADV разный_ADJ,0
105,105,костя_NOUN цзю_NOUN переходить_VERB весовой_ADJ категория_NOUN,0
106,106,россия_NOUN оценивать_VERB число_NOUN потенциальный_ADJ банкрот_NOUN,0
107,107,московский_ADJ метро_NOUN находить_VERB бесхозный_ADJ контрольный_ADJ пакет_NOUN акция_NOUN норникель_NOUN,1
108,108,минздрав_NOUN поблагодарить_VERB гражданин_NOUN самостоятельно_ADV вакцинироваться_VERB общественный_ADJ место_NOUN,1
109,109,православный_ADJ активист_NOUN намерен_ADJ сорвать_VERB лекция_NOUN гомеоморфизм_NOUN мгу_NOUN,1
110,110,депутат_NOUN дума_NOUN устраивать_VERB давка_NOUN драка_NOUN время_NOUN распродажа_NOUN доллар_NOUN льготный_ADJ курс_NOUN,1
111,111,пятерочка_NOUN минировать_VERB дорогой_ADJ товар_NOUN предотвращение_NOUN кража_NOUN,1
112,112,игорь_NOUN моисеев_NOUN отмечать_VERB юбилей_NOUN,0
113,113,domestos_X разрабатывать_VERB свой_DET антивирус_NOUN,1
114,114,канцлер_NOUN германия_NOUN спасать_VERB банкротство_NOUN крупный_ADJ строительный_ADJ фирма_NOUN,0
115,115,роспотребнадзор_NOUN приостанавливать_VERB ввоз_NOUN молочный_ADJ продукция_NOUN литва_NOUN,0
116,116,россия_NOUN помечать_VERB весь_DET лекарство_NOUN,0
117,117,портал_NOUN работа_NOUN россия_NOUN потратить_VERB млрд_NOUN рубль_NOUN трудоустройство_NOUN заключенный_ADJ,1
118,118,президент_NOUN украинский_ADJ клуб_NOUN рассказывать_VERB желание_NOUN купить_VERB месся_VERB миллион_NOUN евро_NOUN,0
119,119,предотвращение_NOUN дальнейший_ADJ испражнение_NOUN улица_NOUN петербург_NOUN демонтировать_VERB весь_DET балкон_NOUN,1
120,120,словарь_NOUN abbyy_X lingvo_X получать_VERB функция_NOUN видеоперевод_NOUN,0
121,121,мариинский_ADJ театр_NOUN поневоле_ADV присоединяться_VERB всеобщий_ADJ забастовка_NOUN италия_NOUN,0
122,122,начальный_ADJ класс_NOUN переводить_VERB учебник_NOUN арифметика_NOUN юрий_NOUN рыбников_NOUN,1
123,123,медведев_NOUN называть_VERB газпром_NOUN национальный_ADJ достояние_NOUN,0
124,124,сильный_ADJ бейсболист_NOUN мир_NOUN уличать_VERB применение_NOUN допинг_NOUN,0
125,125,игра_NOUN борьба_NOUN космический_ADJ морпехи_NOUN ксеноморф_NOUN выходить_VERB зима_NOUN год_NOUN,0
126,126,бардем_NOUN предлагать_VERB озвучивать_VERB мультипликационный_ADJ злодей_NOUN,0
127,127,активист_NOUN blm_X раскритиковывать_VERB музей_NOUN мадам_NOUN тюссо_ADJ слишком_ADV белый_ADJ скульптура_NOUN байден_NOUN,1
128,128,новый_ADJ город_NOUN сибирь_NOUN построить_VERB место_NOUN омск_NOUN,1
129,129,поветкин_ADJ рассказывать_VERB готовность_NOUN реванш_NOUN кличко_NOUN,0
130,130,вшэ_X устанавливать_VERB квота_NOUN прием_NOUN девушка_NOUN представитель_NOUN лгбт_X национальный_ADJ меньшинство_NOUN,1
131,131,трамп_NOUN заявлять_VERB план_NOUN создание_NOUN партия_NOUN единый_ADJ америка_NOUN,1
132,132,цена_NOUN норвежский_ADJ красный_ADJ рыба_NOUN достигать_VERB десятилетний_ADJ максимум_NOUN,0
133,133,лубянский_ADJ площадь_NOUN перекрывать_VERB январь_NOUN изза_NOUN установка_NOUN памятник_NOUN дзержинский_NOUN,1
134,134,москва_NOUN пройти_VERB фестиваль_NOUN психоделический_ADJ рок_NOUN,0
135,135,микроавтобус_NOUN уаз_NOUN краштесто_NOUN германия_NOUN разбиваться_VERB доезжать_VERB бетонный_ADJ блок_NOUN,1
136,136,сергей_NOUN иванов_NOUN литва_NOUN система_NOUN свойчужой_NOUN российский_ADJ истребитель_NOUN,0
137,137,депутат_NOUN предлагать_VERB принудительно_ADV конвертировать_VERB весь_DET валютный_ADJ вклад_NOUN россиянин_NOUN рубль_NOUN изза_NOUN угроза_NOUN введение_NOUN новый_ADJ санкция_NOUN,1
138,138,burger_X king_X начинать_VERB продавать_VERB хотдоги_NOUN,0
139,139,директор_NOUN европейский_ADJ институт_NOUN генетика_NOUN расист_NOUN мочь_VERB говорить_VERB наука_NOUN чемто_ADV обязанный_ADJ белый_ADJ мышь_NOUN,1
140,140,oxxxуmiron_X признаваться_VERB автор_NOUN текст_NOUN новый_ADJ альбом_NOUN являться_VERB гострайтер_NOUN нейросеть_NOUN,1
141,141,причина_NOUN рост_NOUN цена_NOUN бензин_NOUN становиться_VERB картельный_ADJ сговор_NOUN нефтяник_NOUN,0
142,142,задолженность_NOUN зарплата_NOUN россия_NOUN вырастать_VERB шесть_NUM процент_NOUN,0
143,143,николай_NOUN лукашенко_NOUN называть_VERB свой_DET кумир_NOUN джастин_NOUN трюдо_NOUN,1
144,144,футболист_NOUN сборная_NOUN алжир_NOUN ударять_VERB журналистка_NOUN,0
145,145,известный_ADJ картина_NOUN леонардо_NOUN винчи_NOUN обнаруживать_VERB qrкод_X,1
146,146,далеко_ADV божий_ADJ помощь_NOUN москва_NOUN мужчина_NOUN пускать_VERB храм_NOUN инвалидный_ADJ коляска_NOUN,1
147,147,бельгийский_ADJ министр_NOUN одобрять_VERB бегство_NOUN француз_NOUN налог_NOUN,0
148,148,олег_NOUN кашин_NOUN назначать_VERB новый_ADJ глава_NOUN издательский_ADJ дом_NOUN комсомольский_ADJ правда_NOUN,1
149,149,джо_NOUN байден_NOUN хотеть_VERB потребовать_VERB освобождать_VERB навальный_ADJ забывать_VERB имя_NOUN,1
150,150,людмила_NOUN путин_NOUN потребовать_VERB половина_NOUN дворец_NOUN геленджик_NOUN,1
151,151,азербайджан_NOUN увеличивать_VERB военный_ADJ бюджет_NOUN полтора_NUM,0
152,152,шойгу_NOUN предлагать_VERB строить_VERB место_NOUN сгорать_VERB лес_NOUN город_NOUN якутия_NOUN,1
153,153,христенко_NOUN ошибочно_ADV заявлять_VERB рекордный_ADJ падение_NOUN промышленность_NOUN,0
154,154,московский_ADJ ученый_NOUN допускать_VERB существование_NOUN разумный_ADJ форма_NOUN жизнь_NOUN предел_NOUN мкад_NOUN,1
155,155,оперативник_NOUN агентство_NOUN национальный_ADJ безопасность_NOUN украина_NOUN заменять_VERB балаклава_NOUN традиционный_ADJ японский_ADJ маска_NOUN,1
156,156,газпром_NOUN проводить_VERB газ_NOUN родной_ADJ деревня_NOUN адольф_NOUN гитлер_NOUN,1
157,157,цик_NOUN рф_NOUN предлагать_VERB вводить_VERB допустимый_ADJ лимит_NOUN ошибка_NOUN подсчет_NOUN голос_NOUN,1
158,158,правительство_NOUN россия_NOUN дорого_ADV заплатить_VERB федеральный_ADJ целевой_ADJ программа_NOUN,0
159,159,объявлять_VERB размер_NOUN пенсия_NOUN неработающий_ADJ пенсионер_NOUN,0
160,160,тренер_NOUN российский_ADJ клуб_NOUN поклясться_VERB ребенок_NOUN честный_ADJ игра_NOUN,0
161,161,правительство_NOUN снижать_VERB пенсионный_ADJ возраст_NOUN год_NOUN вакцинировать_VERB гражданин_NOUN,1
162,162,суд_NOUN комсомольскенаамур_NOUN вносить_VERB роман_NOUN островский_NOUN закаляться_VERB сталь_NOUN список_NOUN экстремистский_ADJ материал_NOUN,1
163,163,единый_ADJ россия_NOUN мочь_VERB укомплектовывать_VERB фракция_NOUN госдума_NOUN изза_NOUN нежелание_NOUN кандидат_NOUN принимать_VERB депутатский_ADJ мандат_NOUN,1
164,164,владелец_NOUN сеть_NOUN розовый_ADJ кролик_NOUN пускать_VERB австралия_NOUN,1
165,165,navistar_X поставлять_VERB крупный_ADJ партия_NOUN грузовик_NOUN канадский_ADJ армия_NOUN,0
166,166,защита_NOUN навальный_ADJ эльман_NOUN пашаев_NOUN досрочно_ADV восстанавливать_VERB действие_NOUN адвокатский_ADJ лицензия_NOUN,1
167,167,лара_NOUN крофт_NOUN лишать_VERB сюжетный_ADJ дополнение_NOUN,0
168,168,камера_NOUN nexus_X заставлять_VERB работать_VERB быстро_ADV,0
169,169,путин_NOUN рассказывать_VERB новый_ADJ налоговый_ADJ льгота_NOUN нефтяник_NOUN,0
170,170,армения_NOUN год_NOUN переходить_VERB кириллица_NOUN,1
171,171,делегация_NOUN движение_NOUN талибан_NOUN встречаться_VERB воспитанник_NOUN юнармия_NOUN,1
172,172,институт_NOUN виноградов_NOUN рекомендовать_VERB переименовывать_VERB русский_ADJ язык_NOUN российский_ADJ,1
173,173,владимир_NOUN мединский_ADJ рассказывать_VERB почему_ADV термин_NOUN северный_ADJ война_NOUN семилетний_ADJ война_NOUN равноправный_ADJ,1
174,174,инфляция_NOUN начало_NOUN год_NOUN перевалить_VERB четыре_NUM процент_NOUN,0
175,175,ридус_NOUN сообщать_VERB обыск_NOUN азиатскотихоокеанский_ADJ банк_NOUN,0
176,176,курников_NOUN переигрывать_VERB сеяный_ADJ теннисистка_NOUN,0
177,177,националист_NOUN просвирнин_NOUN признавать_VERB нежелательный_ADJ территория_NOUN россия_NOUN,1
178,178,москва_NOUN место_NOUN maximum_X открываться_VERB главклуб_NOUN,0
179,179,лондон_NOUN вручать_VERB театральный_ADJ премия_NOUN лоуренс_NOUN оливье_NOUN,0
180,180,гражданин_NOUN белоруссия_NOUN испражняться_VERB здание_NOUN международный_ADJ суд_NOUN оон_NOUN гаага_NOUN,1
181,181,российский_ADJ фигуристка_NOUN ирина_NOUN слуцкая_NOUN даль_NOUN серебряный_ADJ медаль_NOUN,0
182,182,минпросвещение_NOUN перенести_VERB старт_NOUN егэ_NOUN огэ_NOUN январь_NOUN,1
183,183,жена_NOUN билл_NOUN гейтс_NOUN развод_NOUN получать_VERB корзина_NOUN обои_NOUN internet_X explorer_X,1
184,184,автор_NOUN песня_NOUN american_X pie_X арестовывать_VERB домашний_ADJ насилие_NOUN,0
185,185,samsung_X выпускать_VERB экологичный_ADJ терабайтный_ADJ жесткий_ADJ диск_NOUN,0
186,186,утконосый_ADJ динозавр_NOUN оказываться_VERB отличный_ADJ зуб_NOUN,0
187,187,день_NOUN вдв_NOUN власть_NOUN москва_NOUN вводить_VERB qrкоды_X купание_NOUN фонтан_NOUN,1
188,188,фанат_NOUN загитова_NOUN затравливать_VERB олимпийский_ADJ призерка_NOUN,0
189,189,памфилов_NOUN намекать_VERB знать_VERB разрешать_VERB конфликт_NOUN брюханова_NOUN литвинович_NOUN,1
190,190,лихтенштейн_NOUN помешать_VERB иностранец_NOUN уходить_VERB налог_NOUN,0
191,191,хоккеист_NOUN ударять_VERB лицо_NOUN объятие_NOUN соперник_NOUN,0
192,192,фас_NOUN прекращать_VERB дело_NOUN против_ADP google_X,0
193,193,мкс_NOUN цуп_NOUN переходить_VERB зимний_ADJ время_NOUN,0
194,194,египетский_ADJ водитель_NOUN запрещать_VERB включать_VERB двигатель_NOUN около_ADP пирамида_NOUN,0
195,195,wada_X запрещать_VERB спортсмен_NOUN прививать_VERB спутник_NOUN v_X выступать_VERB олимпиада_NOUN,1
196,196,выходить_VERB второй_ADJ трейлер_NOUN чудоженщина_NOUN галь_NOUN гадот_NOUN,0
197,197,брызгалов_NOUN одерживать_VERB победа_NOUN сезон_NOUN,0
198,198,последний_ADJ год_NOUN прокуратура_NOUN проверка_NOUN банк_NOUN югра_NOUN,0
199,199,менеджер_NOUN юкос_NOUN искать_VERB директор_NOUN,0
200,200,джереми_NOUN айронс_NOUN сыграть_VERB генрих_NOUN iv_X телефильм_NOUN,0
201,201,россия_NOUN начинаться_VERB разработка_NOUN уголовный_ADJ кодекс_NOUN антипрививочник_NOUN,1
202,202,новатэк_NOUN попросить_VERB кремль_NOUN выделять_VERB политзаключенный_NOUN обмен_NOUN арестованный_NOUN сша_NOUN топменеджер_NOUN компания_NOUN,1
203,203,россия_NOUN мочь_VERB запрещать_VERB пьяный_ADJ поножовщина_NOUN,1
204,204,родить_VERB мальчик_NOUN получать_VERB повышенный_ADJ материнский_ADJ капитал_NOUN,1
205,205,эффективный_ADJ борьба_NOUN коронавирус_NOUN доктор_NOUN фаучивать_VERB рекомендовать_VERB прислушиваться_VERB кашпировский_NOUN,1
206,206,вратарь_NOUN сборная_NOUN исландия_NOUN заранее_ADV готовиться_VERB пенальти_NOUN месся_VERB,0
207,207,всемирный_ADJ фольклориада_NOUN уфа_NOUN выводить_VERB новый_ADJ штамм_NOUN коронавирус_NOUN,1
208,208,муамар_NOUN каддафи_NOUN становиться_VERB совладелец_NOUN ювентус_NOUN,0
209,209,китай_NOUN появляться_VERB первый_ADJ биотехнологический_ADJ майнинговый_ADJ ферма_NOUN,1
210,210,теодора_NOUN рузвельт_NOUN продлять_VERB срок_NOUN служба_NOUN,0
211,211,милон_NOUN потребовать_VERB пускать_VERB океан_NOUN ельзь_ADV россия_NOUN,0
212,212,новый_ADJ закон_NOUN выводить_VERB депутат_NOUN изпод_NOUN действие_NOUN закон_NOUN,1
213,213,беглов_NOUN объявлять_VERB старт_NOUN сезон_NOUN разведение_NOUN мост_NOUN санктпетербург_NOUN,1
214,214,участие_NOUN акция_NOUN протест_NOUN россиянин_NOUN обязывать_VERB предоставлять_VERB справка_NOUN психиатр_NOUN,1
215,215,сколково_ADV доставлять_VERB образец_NOUN кристалл_NOUN комета_NOUN галлей_NOUN антимассспектрография_NOUN,1
216,216,японский_ADJ футболист_NOUN изуродовать_VERB машина_NOUN,0
217,217,автор_NOUN книга_NOUN гарри_NOUN поттер_NOUN пожертвовать_VERB доллар_NOUN борьба_NOUN рак_NOUN,0
218,218,омск_NOUN задерживать_VERB трое_NUM мужчина_NOUN который_DET попытаться_VERB вбрасывать_VERB бюллетень_NOUN год_NOUN сталин_NOUN,1
219,219,автобус_NOUN возить_VERB президент_NOUN весь_DET дед_NOUN занимать_VERB место_NOUN окно_NOUN анатолий_NOUN вассерман_NOUN рассказывать_VERB случай_NOUN дедовщина_NOUN госдума_NOUN,1
220,220,японский_ADJ экспорт_NOUN сокращаться_VERB ноябрь_NOUN четверть_NOUN,0
221,221,изза_NOUN коронавирусный_ADJ ограничение_NOUN процент_NOUN школьница_NOUN смочь_VERB потерять_VERB девственность_NOUN выпускной_ADJ,1
222,222,демократический_ADJ партия_NOUN сша_NOUN отзывать_VERB палата_NOUN представитель_NOUN весь_DET гетеросексуальный_ADJ конгрессмен_NOUN,1
223,223,великобритания_NOUN изменять_VERB дата_NOUN смерть_NOUN могила_NOUN джордж_NOUN оруэлл_NOUN,1
224,224,российский_ADJ футбольный_ADJ союз_NOUN принимать_VERB извинение_NOUN капитан_NOUN сборная_NOUN латвия_NOUN,0
225,225,рейтинг_NOUN джо_NOUN байден_NOUN вырастать_VERB появление_NOUN билборд_NOUN пенсильвания_NOUN,1
226,226,ученый_NOUN сколково_ADV устанавливать_VERB частый_ADJ использование_NOUN кофеварка_NOUN ускорять_VERB износ_NOUN,1
227,227,предложение_NOUN рго_NOUN земля_NOUN францаиосиф_NOUN переименовывать_VERB земля_NOUN петр_NOUN феврония_NOUN,1
228,228,неделя_NOUN плеер_NOUN bluray_X отвоевывать_VERB hd_X dvd_X треть_NOUN рынок_NOUN,0
229,229,нидерланды_NOUN увеличивать_VERB свой_DET контингент_NOUN афганистан_NOUN,0
230,230,изза_NOUN дефицит_NOUN уран_NOUN тепловыделяющий_ADJ сборка_NOUN белорусский_ADJ аэс_NOUN заменять_VERB процессор_NOUN amd_X,1
